Step,Link,Running Vehicles,Occupancy,Travel Time,CO,CO2,HC,PMx,NOx,Fuel,Speed
2250,gneE37,3916,52,24523,205823,9272076,1.15,153,3737,2957417,7961
2250,gneE38,3952,52,28754,212545,7189272,1132,122,2923,2293117,7339
2250,gneE39,3904,0.07,14053,166993,11196315,1017,172,4424,3571135,9897
2250,gneE40,5.48,73,27.92,319919,12528113,1745,215,5.11,3995978,7025
2250,gneE41,4192,56,25485,188.04,7750865,1032,119,3058,2472234,7881
2250,gneE42,4612,83,13947,195554,13306.13,1196,202,5241,4244075,9938
2250,gneE44,4.16,55,24673,221547,9879963,1236,163,3978,3151311,7891
2250,gneE45,452,9,12988,24527,1162339,139,0.02,472,370738,10456
2250,gneE45-n,116,2,12.05,5924,311377,34,6,128,99316,10995
2250,gneE47,784,8,23914,33.05,1766621,191,27,693,563.48,10251
2250,gneE47-n,304,3,22279,11343,627441,66,9,242,200128,10806
2250,gneE48,1184,13,26058,45053,2664096,265,39,1033,849736,10.11
2250,gneE48-n,0.88,9,22868,32.51,1994098,193,29,776,636034,10492
2250,gneE49,688,13,15335,38715,1762771,217,0.03,715,562251,10109
2250,gneE49-n,672,14,13.42,35752,1660277,201,28,672,529.56,10185
2250,gneE51,3156,62,18229,165.74,6970175,914,116,2807,2223211,7765
2250,gneE52,3088,0.06,17446,116934,5340.35,653,77,2071,1703368,8042
2250,gneE53,0.12,2,7131,12667,613.52,72,13,266,195684,18811
2250,gneE53-n,1336,26,11032,118456,5908527,0.68,123,2534,1884545,13768
2250,gneE54,148,2,12.63,11807,704536,0.07,14,295,224713,18945
2250,gneE54-n,548,6,13681,42879,2718056,258,54,1127,866.93,17915
2250,gneE55,504,5,14183,38379,2263959,228,46,948,722095,17682
2250,gneE55-n,696,8,14.05,53215,3183.32,317,65,1334,1015327,17441
2250,gneE56,316,6,7767,28289,1545934,165,32,659,493079,17975
2250,gneE56-n,504,0.01,7893,45647,2356247,264,49,1012,751532,17367
2250,gneE57,4104,0.08,21618,222682,7388956,1182,124,2.99,2356813,6788
2250,gneE58,5.64,111,29327,447.68,12297135,2323,244,5237,3922352,4912
2250,gneE59,2964,58,26874,129.98,5273255,711,81,2079,1681971,7829
2250,gneE60,2.84,56,19439,145.98,6412781,811,107,2583,2045.42,7769
2250,gneE61,1816,36,19.19,92257,4042346,513,68,1636,1289345,8722
2250,gneE62,3408,66,18446,150336,5835.91,816,0.09,2303,1861.44,7667
2250,gneE63,16264,41,98657,428996,34415927,2728,434,12904,10977237,10098
2250,gneE63-n,153184,385,1233464,20663272,359695983,102491,8558,162.2,114733535,981
2250,gneE64,17848,45,100464,477668,37083573,3007,464,13891,11828117,9915
2250,gneE64-n,174072,437,1439249,24120225,418469122,119614,9991,188899,133480.63,972
2250,gneE65,20632,52,96.38,527676,44264951,3392,554,16528,14118655,10334
2250,gneE65-n,166868,419,1789413,22215628,391262622,110298,9.26,176212,124802343,1109
2250,gneE66,16124,0.04,97482,418112,34435905,2675,0.43,12865,10983608,10218
2250,gneE66-n,159052,0.4,1098136,21387433,377901276,106209,8918,169955,120540.42,1157
2500,gneE32,20436,266,100138,1758756,35233281,8827,778,15627,11238377,1916
2500,gneE33,10836,0.2,34375,727536,21392585,3808,412,9061,6823459,4302
2500,gneE34,3828,51,23579,190249,9164601,1076,149,3672,2923132,8312
2500,gneE35,5108,68,27924,246.69,8692.96,1321,142,3489,2772739,7239
2500,gneE36,4.24,77,14.04,184093,12326095,1121,191,4885,3931484,9882
2500,gneE37,4228,57,25666,229857,9768323,1271,164,3953,3115705,7652
2500,gneE38,6.54,86,35.68,403789,11758188,2108,211,4867,3750457,5.87
2500,gneE39,4308,77,14379,181188,11924008,1098,178,4688,3803244,9.65
2500,gneE40,5748,76,27239,303055,12702294,1672,0.21,5.13,4051531,7246
2500,gneE41,4104,55,25876,189597,7450.23,1033,118,2969,2376343,7882
2500,gneE42,4368,79,14085,188474,12497.6,1145,193,4955,3986187,9844
2500,gneE44,3856,51,23.59,183768,8925591,1042,144,3572,2846898,8.26
2500,gneE45,384,8,13155,21.07,895193,117,16,368,285.53,10398
2500,gneE45-n,428,8,13123,22884,999696,127,16,402,318863,10404
2500,gneE47,756,8,23655,29144,1675.33,171,25,656,534.36,10291
2500,gneE47-n,672,7,23439,25.17,1513253,149,21,585,482665,10425
2500,gneE48,968,11,25367,39726,2068735,228,0.03,805,659844,9.96
2500,gneE48-n,1036,11,23588,42117,2334366,245,36,0.92,744566,10.25
2500,gneE49,688,13,13895,37154,1705108,209,29,0.69,543.86,9983
2500,gneE49-n,0.56,11,13214,29048,1342479,163,23,0.55,428195,10314
2500,gneE51,3112,61,18911,176557,6664756,958,117,2728,2125799,7549
2500,gneE52,2.86,56,17721,123656,5090.4,678,78,2003,1623646,7997
2500,gneE53,516,0.01,7975,44767,2268487,258,47,969,723542,17256
2500,gneE53-n,1724,34,14946,157469,7663037,899,0.16,3289,2444154,12429
2500,gneE54,628,7,13777,44676,2764286,268,54,1144,881677,17715
2500,gneE54-n,832,9,14676,54271,3301114,323,64,1353,1052901,16947
2500,gneE55,0.5,5,14009,36676,2124393,216,42,879,677582,17682
2500,gneE55-n,712,8,14056,50522,3206392,303,63,1323,1022687,17423
2500,gneE56,344,7,7647,33876,1865.25,199,39,801,594925,17931
2500,gneE56-n,556,11,8122,50888,2672.04,295,56,1146,852254,17
2500,gneE57,2936,57,18766,138034,5267892,748,82,2086,1680264,7691
2500,gneE58,4468,87,26628,325358,9373969,1698,179,3948,2989963,5922
2500,gneE59,2812,55,18628,119882,4915.21,657,74,1.93,1567769,7748
2500,gneE60,2.74,54,20569,135438,5838923,0.75,96,2346,1862385,7.78
2500,gneE61,1708,34,18579,82652,3686428,461,0.06,1479,1175823,8677
2500,gneE62,3292,64,18299,151.08,5743485,819,93,2299,1831957,7652
2500,gneE63,16756,42,96092,422917,35893091,2727,443,13355,11448389,10381
2500,gneE63-n,129736,326,1408511,16737422,290927182,83005,6.9,131168,92798132,934
2500,gneE64,16496,41,98409,434986,35086351,2765,439,13119,11191077,10124
2500,gneE64-n,148104,372,2295913,21089795,355762343,104358,8635,161501,113479.03,668
2500,gneE65,19584,49,99741,528928,41445.12,3.34,522,15555,13219261,9986
2500,gneE65-n,157084,395,1390565,21355442,370621774,105897,8815,167147,118218615,986
2500,gneE66,18024,45,99352,472368,37608535,2995,462,14.03,11995.56,10031
2500,gneE66-n,143076,0.36,1032623,19440731,340905103,96478,8044,153309,108739724,1087
2750,gneE32,20.34,265,97717,1686202,34265132,8474,753,15.18,10929555,1.96
2750,gneE33,12364,228,40715,830852,23095585,4318,454,9856,7366671,3529
2750,gneE34,3.76,0.05,23336,179687,8962361,1023,144,3583,2858623,8392
2750,gneE35,5876,78,35519,379024,10721838,1972,195,4455,3419.9,6035
2750,gneE36,4176,75,13937,178358,11954389,1087,185,4736,3812926,9945
2750,gneE37,4172,56,25335,222163,9711799,1235,161,3919,3097675,7722
2750,gneE38,6396,84,38336,430563,11453361,2224,217,4812,3653239,5671
2750,gneE39,3932,71,13.86,167927,11335975,1024,174,4481,3615679,10021
2750,gneE40,7876,104,34132,499555,17073947,2668,308,7.07,5445944,6039
2750,gneE41,5.88,78,26582,268056,10825906,1466,168,4278,3453058,7598
2750,gneE42,4272,77,13908,179218,12079468,1093,186,4779,3852821,9973
2750,gneE44,3824,51,22963,178836,9080209,1022,145,3618,2896212,8.48
2750,gneE45,416,8,13032,24066,1065959,134,18,435,339997,10436
2750,gneE45-n,532,0.01,13256,27576,1309457,156,23,533,417662,10318
2750,gneE47,556,6,22.65,22715,1330613,134,21,525,424409,10626
2750,gneE47-n,788,9,23687,29404,1633.7,171,24,636,521084,10259
2750,gneE48,1008,11,24633,35771,2231398,213,32,861,711723,10.28
2750,gneE48-n,1.04,11,22886,39966,2463547,237,36,957,785768,10519
2750,gneE49,0.58,11,15216,27864,1404673,159,23,565,448032,10324
2750,gneE49-n,776,15,13548,42519,1927801,238,33,783,614889,10.09
2750,gneE51,2664,52,17601,138308,5955688,767,101,2415,1899625,8148
2750,gneE52,2924,57,18645,136867,5319981,744,84,2.11,1696876,7782
2750,gneE53,256,5,7401,23395,1239821,136,26,531,395444,18.27
2750,gneE53-n,1.18,23,11.69,112634,5126581,635,107,2205,1635146,14778
2750,gneE54,448,5,13748,31939,1786158,187,35,737,569702,17785
2750,gneE54-n,688,7,13771,53552,3200297,318,64,1331,1020743,17801
2750,gneE55,0.32,4,13173,25312,1521787,151,31,638,485377,18369
2750,gneE55-n,588,6,13794,43689,2609083,259,52,1082,832174,17669
2750,gneE56,232,5,7377,21798,1117499,126,24,481,356429,18346
2750,gneE56-n,416,8,7749,39547,2071131,0.23,44,0.89,660593,17668
2750,gneE57,2932,57,17335,123163,5137885,677,77,2.01,1638793,8014
2750,gneE58,2972,58,18114,156189,6543995,862,109,2641,2087276,7777
2750,gneE59,2776,55,17697,119134,4835351,651,72,1885,1542299,8066
2750,gneE60,2772,54,17292,141564,6078508,784,101,2449,1938802,8146
2750,gneE61,1168,23,18244,62037,2762412,345,46,1108,881099,9591
2750,gneE62,1852,36,17645,84382,3270475,459,51,1294,1043161,8599
2750,gneE63,18316,46,97099,475058,39234439,3042,492,14671,12514135,10258
2750,gneE63-n,130448,328,564697,13378991,257293853,66883,5689,113487,82069535,1809
2750,gneE64,17268,43,98406,449.89,36240051,2861,453,13.56,11559059,10122
2750,gneE64-n,124892,314,784002,13902973,255255996,69238,5826,113762,81419.71,1388
2750,gneE65,20.68,52,98144,538158,43756823,3434,0.55,16388,13956588,10151
2750,gneE65-n,147964,372,1196815,19760852,346080828,98058,8194,155819,110390627,1042
2750,gneE66,18712,47,97148,480363,39582.87,3073,494,14786,12625274,10.26
2750,gneE66-n,132.32,333,768.81,16694771,298880348,82974,6922,133609,95334859,1.31
3000,gneE32,20.48,266,100784,1728951,34472952,8673,0.76,15282,10995862,1901
3000,gneE33,15.7,285,60235,1156585,26061582,5869,541,11323,8312825,2344
3000,gneE34,4.5,62,28172,278164,10426775,1507,181,4263,3325739,7049
3000,gneE35,6.9,91,33241,405585,12108.34,2124,216,5006,3862138,6051
3000,gneE36,4.6,83,14355,196826,12835567,1191,196,5076,4093988,9653
3000,gneE37,4016,54,25395,207914,9259911,1159,154,3737,2953538,7789
3000,gneE38,2284,0.03,23935,101679,4148427,557,64,1631,1323193,8739
3000,gneE39,3492,63,13846,153313,10234373,933,0.16,4068,3264314,10021
3000,gneE40,14084,185,67297,1119535,26688695,5717,555,11579,8512814,3048
3000,gneE41,4208,56,37592,192206,7650953,1049,117,3012,2440371,7804
3000,gneE42,3652,66,13.9,154027,10385199,0.94,158,4097,3312425,9999
3000,gneE44,3884,52,23866,189447,9080287,1.07,144,3618,2896244,8189
3000,gneE45,624,12,13428,32705,1549.56,185,26,627,494246,10289
3000,gneE45-n,288,6,12571,15727,796257,0.09,13,322,253972,10705
3000,gneE47,1116,12,24458,52432,2519576,296,39,997,803644,10.08
3000,gneE47-n,0.58,6,22682,19866,1231341,118,17,471,392747,10634
3000,gneE48,0.52,6,22629,20807,1197673,122,18,467,382008,10682
3000,gneE48-n,884,0.01,23462,36789,2048449,214,31,805,653.37,10295
3000,gneE49,332,6,12739,14907,783482,86,12,312,249898,10609
3000,gneE49-n,568,11,13258,29506,1436452,168,24,584,458168,10286
3000,gneE51,1956,38,16887,107464,4215.11,586,72,1713,1344456,8539
3000,gneE52,1.86,36,15932,74376,3300188,413,48,1285,1052635,8825
3000,gneE53,328,6,7571,30428,1599941,177,33,685,510306,18009
3000,gneE53-n,1172,23,12943,110562,5571807,636,117,2391,1777145,14129
3000,gneE54,416,5,13355,30203,1869268,181,37,773,596208,18159
3000,gneE54-n,668,7,14765,46381,2898178,278,57,1192,924382,17185
3000,gneE55,924,0.01,15,66379,3863.36,391,76,1598,1232231,16727
3000,gneE55-n,368,4,13192,28409,1755561,171,36,733,559.94,18334
3000,gneE56,676,13,10.37,59.33,3086286,343,64,1315,984381,16347
3000,gneE56-n,264,5,7468,23981,1221296,139,26,527,389536,18194
3000,gneE57,3288,64,21036,184708,5830732,974,101,2377,1859798,7167
3000,gneE58,5556,108,37964,529888,12082418,2693,255,5.24,3853905,5098
3000,gneE59,3.16,61,18028,133568,5526779,733,85,2179,1762834,7.77
3000,gneE60,3244,63,19241,178438,6960957,973,119,2834,2220274,7472
3000,gneE61,1056,21,16045,54761,2372944,304,0.04,959,756874,9466
3000,gneE62,2084,41,18069,83659,3568359,462,53,1393,1138172,8527
3000,gneE63,17004,42,96789,424976,36022056,2742,0.44,13393,11489527,10295
3000,gneE63-n,141008,354,683953,16703.91,309354161,83259,7052,137726,98675475,1604
3000,gneE64,19.58,49,99619,521792,41229486,3.3,514,15428,13150487,10001
3000,gneE64-n,118456,298,836597,12601923,229859527,62727,5266,102734,73318945,1225
3000,gneE65,18736,47,96453,481.8,40139227,3093,503,14999,12802723,10329
3000,gneE65-n,138524,348,924892,18598956,326902357,92314,7704,146939,104273201,1.12
3000,gneE66,11644,29,93.88,281319,25069.75,1.84,309,9314,7996189,10611
3000,gneE66-n,131344,0.33,735223,15675807,284517424,77992,6521,126852,90753401,1415
3250,gneE32,20372,265,98935,1682975,33813468,8448,743,14977,10785.5,1935
3250,gneE33,14.98,271,66314,1130578,23535501,5693,506,10353,7507118,2098
3250,gneE34,15008,198,101111,1708403,32111834,8528,735,14322,10242773,2495
3250,gneE35,16752,0.22,78295,1282947,26925794,6466,0.58,11846,8588512,2566
3250,gneE36,4676,84,14222,196134,12986697,1.19,197,5124,4142192,9749
3250,gneE37,3.78,0.05,23729,191714,9039294,1.08,148,3631,2883165,8267
3250,gneE38,3768,0.05,28683,198.75,6810.91,1.06,115,2764,2172432,7446
3250,gneE39,4092,74,14013,174341,11456235,1057,177,4543,3654038,9918
3250,gneE40,9032,119,43109,642569,18557622,3355,0.36,7865,5919214,5382
3250,gneE41,2.42,32,23052,102984,4405521,568,65,1714,1405196,8894
3250,gneE42,2976,54,14226,125135,8203782,758,126,3244,2616.65,9803
3250,gneE44,4084,54,24825,206553,9522763,1158,157,3835,3037374,7982
3250,gneE45,1056,21,14.47,56815,2598561,319,44,1054,828834,9577
3250,gneE45-n,664,13,14554,33201,1691976,0.19,28,681,539669,10248
3250,gneE47,1424,15,25063,56236,3180537,328,48,1245,1014459,9854
3250,gneE47-n,912,0.01,23145,32942,2077938,197,0.03,0.8,662776,10471
3250,gneE48,308,3,22156,13.05,735355,76,11,289,234547,10.84
3250,gneE48-n,744,8,23428,27912,1574517,163,22,0.61,502207,10238
3250,gneE49,252,5,12457,13212,714862,76,12,288,228.01,10789
3250,gneE49-n,492,9,13264,27237,1175734,151,0.02,0.48,375011,10253
3250,gneE51,688,14,13629,33.38,1539447,187,25,614,491022,10164
3250,gneE52,544,11,13503,21964,911789,121,14,356,290826,10247
3250,gneE53,0.54,11,8156,50579,2410195,288,51,1042,768.74,17113
3250,gneE53-n,1252,24,10324,111572,5643151,642,117,2414,1799902,14091
3250,gneE54,764,8,14371,57928,3483907,345,0.07,1451,1111201,17283
3250,gneE54-n,0.48,5,14027,33178,1907372,194,37,784,608364,17551
3250,gneE55,952,0.01,15087,65285,4194717,395,83,1741,1337914,16517
3250,gneE55-n,0.24,3,13041,20197,1132368,119,23,476,361172,18541
3250,gneE56,584,12,8.49,50605,2784735,297,58,1192,888198,16857
3250,gneE56-n,248,5,7344,23551,1210578,136,25,517,386118,18388
3250,gneE57,2728,53,18299,125505,4816941,0.68,76,1914,1536425,7918
3250,gneE58,11624,224,77295,1368456,24901151,6812,578,11156,7942786,1.89
3250,gneE59,3372,66,20097,155057,5900032,0.84,94,2351,1881891,7308
3250,gneE60,3732,73,21279,222616,8057134,1199,143,3312,2569916,6788
3250,gneE61,1144,22,26272,59876,2519155,0.33,41,1.01,803512,9192
3250,gneE62,2.38,46,17802,99238,4247.85,548,63,1665,1354904,8112
3250,gneE63,18264,46,97221,480241,39283129,3067,499,14731,12529662,10246
3250,gneE63-n,145128,365,974438,19588.48,345312907,97251,8127,155154,110145654,1147
3250,gneE64,19392,48,98302,502.63,41000522,3207,506,15294,13077454,10134
3250,gneE64-n,108636,273,616887,8695.42,175951938,43.67,3825,77604,56123495,1625
3250,gneE65,17572,44,99864,463609,36495731,2928,454,13649,11640619,9981
3250,gneE65-n,129196,325,764879,15641615,282395.72,77799,6537,126314,90076615,1329
3250,gneE66,12628,32,96.43,324055,27101686,2.08,337,10.1,8644.3,10344
3250,gneE66-n,138148,347,646698,15767876,293925863,78629,6642,130475,93754274,1658
3500,gneE32,20392,265,99913,1677489,33728559,8421,742,14947,10758414,1916
3500,gneE33,15036,272,66776,1150227,23810987,5789,513,10.48,7594993,2085
3500,gneE34,23048,0.3,177478,2897766,49075203,14339,1.17,22195,15653739,1078
3500,gneE35,20356,265,98262,1686.94,33976413,8.47,746,15.05,10837472,1949
3500,gneE36,6264,118,23689,342084,13681355,1873,0.24,5621,4363807,6093
3500,gneE37,3792,0.05,23873,185.59,8994982,1051,143,3591,2869033,8221
3500,gneE38,4968,66,28802,275054,9127762,1461,156,3713,2911427,6932
3500,gneE39,3.52,63,13.73,152266,10347168,931,161,4102,3300291,10117
3500,gneE40,4588,61,23371,208.27,10632395,1192,169,4232,3391295,8.38
3500,gneE41,2392,32,23266,95047,4232588,528,0.06,1639,1350037,8681
3500,gneE42,2744,49,13901,116.51,7887.02,711,119,3106,2515616,9981
3500,gneE44,3836,51,23486,180627,8947794,1027,144,3576,2853978,8349
3500,gneE45,0.42,8,13025,21112,953393,118,16,386,304094,10.42
3500,gneE45-n,364,7,12817,16508,786225,93,13,316,250774,10538
3500,gneE47,776,8,23529,30082,1659.84,175,24,646,529422,10.26
3500,gneE47-n,548,6,23005,20656,1156876,0.12,17,451,368996,10516
3500,gneE48,0.86,9,23772,32614,1896.53,191,27,731,604916,10.23
3500,gneE48-n,1384,15,24342,57104,3209916,333,48,1257,1023831,10014
3500,gneE49,448,9,14511,23694,1098691,133,18,442,350437,10395
3500,gneE49-n,0.84,17,14697,49125,2111077,272,36,859,673348,9.74
3500,gneE51,632,12,17201,30096,1381567,168,22,0.55,440665,10091
3500,gneE52,608,12,16143,25197,1020845,137,15,399,325612,10045
3500,gneE53,216,4,7306,19258,1011074,112,21,431,322485,18472
3500,gneE53-n,1104,22,11547,101374,5167329,584,107,2212,1648136,14395
3500,gneE54,0.3,3,13001,21825,1306745,129,26,542,416.79,18.53
3500,gneE54-n,968,0.01,15061,68488,4073582,406,81,1684,1299281,16525
3500,gneE55,628,7,14488,41819,2509414,248,49,1.03,800386,17245
3500,gneE55-n,632,7,14132,46501,2735999,276,55,1142,872654,17337
3500,gneE56,0.42,8,7801,34633,1896635,202,38,803,604938,17617
3500,gneE56-n,384,8,7912,34468,1616.1,195,34,693,515462,17455
3500,gneE57,2428,47,24616,151259,4462012,0.79,0.08,1829,1423228,7063
3500,gneE58,16.2,308,115.66,1980879,34448.71,9823,813,15525,10988236,1212
3500,gneE59,1888,37,15752,69.01,3157532,385,46,1222,1007132,8.86
3500,gneE60,1912,38,16584,99499,4193755,549,0.07,1691,1337642,8484
3500,gneE61,1.2,23,15248,61654,2812001,345,46,1127,896915,9352
3500,gneE62,1752,34,15588,70814,3057382,391,45,1188,975.19,9015
3500,gneE63,18252,46,98211,473078,38541056,3016,475,14361,12292989,10141
3500,gneE63-n,141172,355,711593,17775962,323642.71,88477,7458,144439,103233243,1483
3500,gneE64,20296,51,99871,541992,42520888,3423,534,15943,13562388,9978
3500,gneE64-n,117136,294,999.3,12524628,223311522,62222,5.15,100027,71230.45,1068
3500,gneE65,12148,0.03,99617,319769,25365778,2023,314,9472,8090628,10002
3500,gneE65-n,134304,337,684265,16209.41,295804469,80688,6769,131744,94353627,1501
3500,gneE66,16096,0.04,95115,413084,35042669,2663,441,13.08,11177.13,10475
3500,gneE66-n,133896,337,764036,15825603,289647077,78801,6645,129212,92389528,1454
3750,gneE32,20264,264,96475,1644553,33711609,8271,739,14925,10752991,1984
3750,gneE33,15076,272,64,1121183,24160546,5665,514,10589,7706.47,2175
3750,gneE34,23.7,311,170633,2818408,49576676,13989,1161,22291,15813.65,1153
3750,gneE35,19876,0.26,97251,1633988,32849946,8203,724,14.56,10478162,1979
3750,gneE36,4068,74,14701,178.96,11344129,1076,177,4503,3618284,9559
3750,gneE37,3804,51,23722,185627,9063608,1053,146,3625,2890919,8247
3750,gneE38,3932,52,26742,199086,7074688,1068,115,2835,2256569,7744
3750,gneE39,3496,63,13639,149937,10326504,0.92,0.16,4087,3293.7,10163
3750,gneE40,4452,59,23907,219129,10542242,1.24,171,4223,3362543,8202
3750,gneE41,2232,0.03,23135,84672,3906786,473,57,1511,1246116,8995
3750,gneE42,2588,46,13576,111943,7610566,685,119,3019,2427435,10225
3750,gneE44,3896,52,23.37,186323,9282.86,1061,149,3708,2960.85,8367
3750,gneE45,536,11,13106,28289,1332.78,0.16,22,539,425102,10392
3750,gneE45-n,372,7,12774,19384,1011003,111,17,405,322467,10.65
3750,gneE47,984,11,23798,40.96,2217521,237,34,874,707298,10218
3750,gneE47-n,0.62,7,22599,23022,1385884,136,21,545,442038,10658
3750,gneE48,396,4,23698,19221,812603,106,12,0.32,259.19,10356
3750,gneE48-n,1068,11,24.3,43503,2263447,0.25,34,893,721947,9977
3750,gneE49,332,6,12901,15819,678597,88,11,274,216446,10469
3750,gneE49-n,0.64,13,14752,31435,1445.61,176,24,582,461091,10113
3750,gneE51,516,0.01,12984,24118,1234351,138,0.02,495,393706,10507
3750,gneE52,648,13,13179,21878,1185126,126,17,453,378008,10381
3750,gneE53,0.34,6,7531,28714,1515854,167,31,646,483486,18046
3750,gneE53-n,1052,0.02,10527,95801,4927873,554,103,2118,1571.76,14741
3750,gneE54,476,5,13516,37489,2139491,221,44,896,682396,17995
3750,gneE54-n,768,8,14475,48584,3096594,292,59,1267,987668,17031
3750,gneE55,644,7,14108,46744,2940636,281,58,1214,937923,17504
3750,gneE55-n,268,3,12966,16552,1117822,101,21,459,356532,18516
3750,gneE56,444,9,8039,41853,2158723,242,46,929,688.53,17453
3750,gneE56-n,228,6,7403,19.56,993414,112,0.02,423,316853,18.3
3750,gneE57,8284,158,60634,906307,17395136,4531,391,7702,5548556,3.28
3750,gneE58,16256,307,107873,1971659,34196006,9775,806,15409,10907634,1268
3750,gneE59,2504,49,18249,115548,4490602,628,69,1764,1432338,8163
3750,gneE60,2372,47,20.67,127291,5353484,703,91,2168,1707548,8.46
3750,gneE61,1304,26,15405,61279,2878111,345,46,1143,918002,9254
3750,gneE62,1936,38,17181,79886,3331401,438,49,1297,1062593,8531
3750,gneE63,17284,43,96796,445328,37002481,2854,0.46,13803,11802238,10.29
3750,gneE63-n,135.06,339,1074391,18157065,315539435,90043,7482,142.18,100648804,975
3750,gneE64,17568,44,98716,463429,37114439,2944,465,13899,11837953,10.09
3750,gneE64-n,117456,295,1150936,13351421,232284151,66.2,5425,104438,74092612,886
3750,gneE65,12188,0.03,99452,323816,25472303,2044,319,9538,8124602,10021
3750,gneE65-n,137.58,346,893.63,18468636,324888147,91672,7631,145.9,103630738,1145
3750,gneE66,15256,38,96929,390403,32584574,2506,406,12163,10393109,10276
3750,gneE66-n,140316,353,701707,17555081,317905535,87336,7326,141896,101403298,1457
4000,gneE32,20364,265,98544,1676818,33843087,8421,744,14995,10794942,1941
4000,gneE33,16296,295,60895,1199041,27438469,6095,569,11918,8751997,2317
4000,gneE34,24848,332,149332,2968.94,54360.73,14786,1256,24321,17339581,1326
4000,gneE35,20024,261,98882,1685969,33501191,8455,741,14861,10685.9,1944
4000,gneE36,4592,84,15355,203682,12287775,1209,195,4899,3919269,9207
4000,gneE37,3824,51,23444,190664,9275.56,1.08,152,3719,2958521,8327
4000,gneE38,4704,62,29476,256279,8619065,1363,145,3491,2749172,7283
4000,gneE39,4.02,72,13928,172017,11547623,1048,179,4574,3683185,9963
4000,gneE40,6304,84,27973,364741,14302669,1989,246,5836,4561991,7084
4000,gneE41,4312,57,28343,200342,7689157,1086,121,3057,2452556,7792
4000,gneE42,3812,68,14084,169628,11125958,1028,173,4415,3548694,9.86
4000,gneE44,3628,48,23072,177754,8697573,1009,141,3.48,2774168,8455
4000,gneE45,136,3,12214,7.23,345814,41,6,141,110.3,10.89
4000,gneE45-n,0.14,3,12257,8026,400746,46,7,164,127.82,10894
4000,gneE47,0.22,2,21829,8216,488821,49,7,0.19,155913,10876
4000,gneE47-n,192,2,21881,7856,485205,46,8,0.19,154759,10.98
4000,gneE48,576,6,29534,23344,1204528,134,18,469,384196,10292
4000,gneE48-n,904,0.01,22883,35275,2140.87,209,34,846,682845,10551
4000,gneE49,292,6,14.85,15672,704035,88,12,284,224559,10619
4000,gneE49-n,584,12,13224,33017,1593812,187,28,649,508359,10344
4000,gneE51,2148,43,17.59,108.07,4703863,0.6,77,1.89,1500345,8193
4000,gneE52,2.02,39,16329,76173,3569844,427,51,1378,1138644,8635
4000,gneE53,56,1,6927,5261,281321,31,6,121,89728,19.16
4000,gneE53-n,968,19,10965,88821,4362332,509,92,1879,1391381,15.19
4000,gneE54,76,1,12393,7997,429219,47,9,184,136.9,19181
4000,gneE54-n,584,6,14218,45724,2829367,274,58,1.18,902432,17611
4000,gneE55,0.24,3,13237,15395,787589,88,15,322,251206,18431
4000,gneE55-n,364,4,13394,21294,1313.98,126,25,532,419099,18142
4000,gneE56,244,5,7517,20959,1033039,0.12,22,444,329491,18306
4000,gneE56-n,288,6,7508,22947,1221463,134,25,521,389589,18.1
4000,gneE57,14864,282,101567,1806065,31975672,8.97,753,14394,10199383,1421
4000,gneE58,16776,317,121763,2061899,35978869,10227,846,16191,11476317,1178
4000,gneE59,2684,52,17778,111356,4542283,0.61,69,1787,1448819,7898
4000,gneE60,2716,53,17654,144937,5901805,796,99,2.39,1882444,7821
4000,gneE61,1208,24,15.27,67875,2738268,372,47,1114,873399,9272
4000,gneE62,1988,39,16471,84016,3532438,462,54,1386,1126714,8709
4000,gneE63,17124,43,97544,446669,36545022,2848,456,13648,11656.33,10214
4000,gneE63-n,140188,352,673086,16214935,302618286,80866,6862,134.4,96526886,1.68
4000,gneE64,17.62,44,95.98,446906,37778664,2.88,468,14076,12049805,10381
4000,gneE64-n,108172,272,622086,8655523,175320.6,43475,3814,77373,55922107,1.61
4000,gneE65,11672,29,97606,311593,25239201,1984,321,9467,8050242,10211
4000,gneE65-n,132852,334,1097.29,17540174,307059527,87.03,7236,138054,97943906,1.09
4000,gneE66,13444,34,96553,340.53,28673491,2192,355,10687,9145639,10326
4000,gneE66-n,135664,341,926.14,17364672,308663336,86264,7214,138.45,98455372,1219
4250,gneE32,20352,265,98126,1686861,34187464,8475,751,15144,10904784,1951
4250,gneE33,16048,291,61.58,1186065,27159368,6.03,564,11808,8662971,2286
4250,gneE34,24.52,327,149923,2934791,53953203,14622,1249,24.16,17209.58,1306
4250,gneE35,19.96,261,96353,1626063,32998463,8.17,725,14617,10525527,1991
4250,gneE36,10392,195,37.91,943774,24002675,4854,0.49,10322,7656034,4377
4250,gneE37,3952,53,24201,201344,9360.35,1131,152,3751,2985572,8087
4250,gneE38,4.64,62,30391,267635,8449233,1411,146,3442,2695008,6782
4250,gneE39,3656,65,13577,158658,11040137,974,169,4354,3521318,10229
4250,gneE40,5.2,69,26478,295.29,12331282,1628,211,5018,3933185,7445
4250,gneE41,3976,53,28856,191808,7266255,1039,115,2896,2317667,7.62
4250,gneE42,3596,65,14128,154293,10156357,936,157,4028,3239434,9.84
4250,gneE44,3.9,51,23812,196.39,9411719,1109,152,3762,3001954,8246
4250,gneE45,1168,23,14619,62107,2857455,349,49,1164,911409,9551
4250,gneE45-n,332,6,12714,17046,858322,98,15,351,273768,10627
