Step,Link,Running Vehicles,Occupancy,Travel Time,CO,CO2,HC,PMx,NOx,Fuel,Speed
4250,gneE47,1644,18,24539,63765,3751967,376,55,1462,1196721,9923
4250,gneE47-n,724,8,23193,27717,1632653,163,24,633,520749,10447
4250,gneE48,724,8,22896,27106,1659435,161,24,0.64,529291,10577
4250,gneE48-n,484,5,23399,19785,948384,112,13,366,302498,10323
4250,gneE49,528,0.01,13811,28974,1298967,162,23,0.53,414317,10.31
4250,gneE49-n,372,7,13043,19341,835678,107,13,336,266548,10383
4250,gneE51,1884,37,16976,97008,4098876,536,68,1653,1307379,8444
4250,gneE52,1788,35,15906,66635,3181951,376,46,1233,1014919,8874
4250,gneE53,0.44,9,7791,41723,2246818,244,47,967,716628,17565
4250,gneE53-n,1092,21,10488,96061,4866752,552,0.1,2079,1552267,14.33
4250,gneE54,544,6,13743,41013,2433721,243,48,1009,776242,17781
4250,gneE54-n,344,4,13524,21.93,1243989,128,23,505,396776,18016
4250,gneE55,1056,12,15906,81278,4763494,481,95,1975,1519331,16228
4250,gneE55-n,596,6,13702,48449,2968961,289,0.06,1234,946957,17807
4250,gneE56,712,14,8873,63847,3370209,372,71,1446,1074937,16285
4250,gneE56-n,508,0.01,8066,48102,2314341,275,49,998,738167,17148
4250,gneE57,16456,309,124285,2081865,36179327,10325,862,16355,11540.25,1207
4250,gneE58,16256,307,120041,1997783,34484486,9901,816,15558,10999654,1195
4250,gneE59,2384,46,16808,98.12,4129688,539,61,1608,1317216,8405
4250,gneE60,2628,51,18419,159699,6084478,866,107,2488,1940711,7866
4250,gneE61,1448,29,16371,78772,3293449,435,56,1337,1050479,8973
4250,gneE62,2544,0.05,22539,115.7,4626692,632,74,1842,1475739,8035
4250,gneE63,17148,43,98695,449963,36153472,2861,453,13533,11531444,10092
4250,gneE63-n,133516,336,920979,17180345,302880531,85299,7127,136182,96610846,1104
4250,gneE64,19404,48,98081,507152,41272503,3235,517,15444,13164197,10156
4250,gneE64-n,108784,273,553.61,8406903,175822079,42.35,3771,77236,56081952,1803
4250,gneE65,19296,48,101629,538081,40477918,3357,513,15219,12910774,9811
4250,gneE65-n,136872,344,769919,17282855,309732667,85911,7187,138583,98796.43,1339
4250,gneE66,16768,42,94541,416053,36331263,2706,453,13532,11588135,10538
4250,gneE66-n,132672,333,697.03,16101616,292767111,80122,6703,130402,93384826,1455
4500,gneE32,20176,263,95267,1644012,33624367,8266,735,14875,10725167,2.01
4500,gneE33,16112,291,57622,1169453,27579724,5963,566,11942,8797037,2436
4500,gneE34,23.98,0.32,150.41,2862047,52687573,14261,1222,23609,16805874,1294
4500,gneE35,18896,248,91558,1514651,30730887,7.61,673,13594,9802241,2102
4500,gneE36,14596,0.27,55935,1454463,31953182,7366,687,13984,10192.06,2.62
4500,gneE37,3.6,48,22919,165243,8531037,948,137,3407,2721046,8528
4500,gneE38,7528,99,39688,485192,13268.38,2515,0.25,5575,4232161,5383
4500,gneE39,3812,69,14024,162605,10943925,991,167,4319,3490634,9903
4500,gneE40,5212,69,25073,263643,12101107,1478,199,4.87,3859762,7826
4500,gneE41,5048,67,26713,234728,9172718,1277,144,3641,2925755,7512
4500,gneE42,3832,69,13964,162855,10978.99,994,169,4341,3501817,9.93
4500,gneE44,3772,0.05,23451,179698,8706.34,1018,0.14,3482,2776967,8363
4500,gneE45,428,8,13079,23407,1025753,0.13,17,415,327174,10378
4500,gneE45-n,668,13,13515,30002,1497471,171,24,597,477632,10162
4500,gneE47,604,7,22826,23244,1309531,136,19,511,417686,10536
4500,gneE47-n,928,0.01,24356,36254,1855476,207,27,725,591822,10.03
4500,gneE48,964,0.01,23619,35725,2072.4,0.21,31,811,661009,10265
4500,gneE48-n,204,2,21832,8409,492654,49,8,192,157136,10934
4500,gneE49,616,12,13504,31557,1462.8,177,24,588,466574,10193
4500,gneE49-n,56,1,11964,3779,196624,22,4,82,62714,11062
4500,gneE51,2.1,41,18574,105.7,4784.84,591,79,1925,1526.17,8416
4500,gneE52,2.1,41,16817,83594,3661645,463,55,1427,1167926,8484
4500,gneE53,0.5,0.01,7914,42016,2113746,241,44,901,674187,17363
4500,gneE53-n,608,12,8786,58208,2984786,336,63,1282,952006,16548
4500,gneE54,708,8,14001,44343,2786463,265,53,1137,888752,17411
4500,gneE54-n,152,2,12652,13868,799098,82,17,336,254874,18.92
4500,gneE55,552,6,13989,33776,2208445,205,43,902,704.39,17656
4500,gneE55-n,732,8,14155,51771,3015004,306,0.06,1254,961645,17328
4500,gneE56,508,0.01,8162,46215,2332183,266,49,1002,743857,17032
4500,gneE56-n,484,11,8124,42978,2033138,244,43,875,648477,17265
4500,gneE57,16.64,313,115.59,2011703,35768975,9995,842,16109,11409.34,1224
4500,gneE58,16.5,312,117646,2004.28,35213.87,9947,825,15829,11232297,1191
4500,gneE59,1988,39,17.95,77728,3354958,0.43,0.05,1307,1070105,8597
4500,gneE60,2.16,43,18162,118.49,4885405,652,83,1981,1558251,8227
4500,gneE61,1196,24,15386,57703,2616388,323,44,1055,834522,9409
4500,gneE62,1836,36,18797,81387,3256.11,445,0.05,1282,1038578,8.59
4500,gneE63,19444,49,96.65,503896,41959456,3236,528,15699,13383297,10305
4500,gneE63-n,129628,326,574474,12781223,252295632,64053,5544,111175,80475059,1937
4500,gneE64,19672,49,98043,509285,41526077,3248,518,15515,13245079,10161
4500,gneE64-n,107676,271,602829,8456293,173333674,42.52,3746,76354,55288298,1662
4500,gneE65,15032,38,98626,385327,31341276,2456,385,11673,9996561,10.1
4500,gneE65-n,133272,335,726218,15901193,288827757,79127,6631,128833,92128263,1418
4500,gneE66,18.08,45,96478,459312,38703679,2957,481,14429,12344846,10328
4500,gneE66-n,134724,339,1029395,17768.28,310604665,88151,7.32,139.64,99074728,1063
4750,gneE32,20.34,265,98488,1652857,33302414,8299,731,14749,10622486,1945
4750,gneE33,16212,293,60119,1219258,27730764,6194,577,12057,8845232,2347
4750,gneE34,23284,312,160.23,2835047,51766228,14117,1203,23214,16512002,1239
4750,gneE35,14192,187,75059,1130708,23792377,5.7,511,10.45,7589048,2673
4750,gneE36,15.52,286,71162,1644257,33605133,8269,742,14832,10719031,2258
4750,gneE37,5256,0.07,31921,373861,12384638,1988,227,5141,3950236,6491
4750,gneE38,8932,118,46907,638688,15678147,3.27,312,6701,5000816,4332
4750,gneE39,4024,73,13994,170206,11389287,1037,176,4509,3632684,9914
4750,gneE40,4996,66,24914,246508,11425453,1384,186,4578,3644257,7.86
4750,gneE41,6532,87,32795,383233,12114937,2022,212,4977,3864233,6038
4750,gneE42,4616,83,14281,196599,12870885,1.19,197,5089,4105253,9707
4750,gneE44,3404,45,24532,177325,8023525,992,134,3241,2559178,8028
4750,gneE45,1708,33,17482,123917,4031289,658,76,1.69,1285829,8341
4750,gneE45-n,556,11,13422,27378,1271697,154,21,0.51,405.62,10206
4750,gneE47,0,0,21206,0,0,0,0,0,0,11.11
4750,gneE47-n,872,9,24009,32546,1876276,191,26,724,598456,10165
4750,gneE48,396,4,22248,14943,958524,0.09,14,369,305729,10808
4750,gneE48-n,0,0,21206,0,0,0,0,0,0,11.11
4750,gneE49,256,5,12519,13813,666287,78,11,0.27,212517,10754
4750,gneE49-n,0,0,11.84,0,0,0,0,0,0,11.11
4750,gneE51,4.18,81,25054,264234,9422338,1421,171,3903,3005362,6531
4750,gneE52,2268,45,22779,95823,3961937,525,59,1543,1263711,8341
4750,gneE53,0.36,7,7763,32649,1584887,187,33,683,505505,17689
4750,gneE53-n,176,4,7348,16508,859766,96,18,373,274224,18582
4750,gneE54,548,6,13833,37899,2342991,227,45,961,747304,17655
4750,gneE54-n,0,0,12119,0,0,0,0,0,0,19.44
4750,gneE55,0,0,12119,0,0,0,0,0,0,19.44
4750,gneE55-n,0.24,3,13031,19783,1133768,117,23,474,361618,18562
4750,gneE56,0,0,6766,0,0,0,0,0,0,19.44
4750,gneE56-n,196,4,7224,18814,1037148,0.11,22,445,330.8,18589
4750,gneE57,16844,316,115753,2129009,37498836,10.57,888,16919,11961126,1.26
4750,gneE58,16816,319,130565,2077519,36273355,10306,854,16329,11570248,1148
4750,gneE59,2288,44,18485,96233,4002374,529,0.06,1567,1276608,8232
4750,gneE60,2568,52,34588,181017,5677702,956,105,2361,1810.98,6928
4750,gneE61,1708,33,16.33,80627,3699767,452,59,1477,1180078,8826
4750,gneE62,2244,43,16.69,88167,3940249,0.49,57,1527,1256.79,8468
4750,gneE63,19052,48,99061,496224,39711923,3.15,492,14834,12666448,10057
4750,gneE63-n,139876,352,833207,17134.02,311950.45,85282,7192,139299,99503721,1425
4750,gneE64,15.76,39,97261,404451,33377995,2.59,417,12474,10646178,10247
4750,gneE64-n,107.54,0.27,589309,8427945,173260372,42387,3735,76.25,55264912,1693
4750,gneE65,15592,39,96485,396936,33442.94,2553,412,12444,10666895,10325
4750,gneE65-n,133792,336,797663,16682654,298363944,82912,6907,133395,95170152,1295
4750,gneE66,16888,42,96283,431477,36355856,2778,453,13559,11595988,10347
4750,gneE66-n,135.94,342,986936,17809989,315117259,88441,7368,141279,100514057,1203
5000,gneE32,20436,266,99887,1691413,33987181,8491,748,15064,10840907,1917
5000,gneE33,16.72,303,55221,1231973,29056492,6282,595,12567,9268.08,2551
5000,gneE34,22944,306,157569,2698018,49556851,13441,1146,22186,15807267,1326
5000,gneE35,12296,162,59624,891507,20535724,4534,424,8899,6550241,3354
5000,gneE36,16108,295,54637,1555759,35384629,7907,754,15453,11286555,2807
5000,gneE37,7644,101,48929,699.73,17453143,3591,357,7498,5566966,4086
5000,gneE38,15484,204,73247,1192062,25304.29,6014,0.54,11093,8071299,2727
5000,gneE39,4.52,82,14076,192832,12828576,1172,197,5076,4091755,9859
5000,gneE40,4596,61,24404,225326,10667051,1271,174,4279,3402354,7983
5000,gneE41,6912,91,33286,392409,12237916,2067,216,5029,3903461,6313
5000,gneE42,4372,79,14002,187654,12531117,1141,193,4961,3996878,9914
5000,gneE44,2672,36,24534,130127,6319139,737,0.1,2513,2015549,8399
5000,gneE45,1648,32,16848,108514,4011097,587,71,1652,1279384,8424
5000,gneE45-n,0,0,11.84,0,0,0,0,0,0,11.11
5000,gneE47,0,0,21206,0,0,0,0,0,0,11.11
5000,gneE47-n,0,0,21206,0,0,0,0,0,0,11.11
5000,gneE48,216,2,21929,7672,458.72,45,6,175,146313,10867
5000,gneE48-n,0,0,21206,0,0,0,0,0,0,11.11
5000,gneE49,0.14,3,12.24,7462,325885,42,6,134,103944,10878
5000,gneE49-n,0,0,11.84,0,0,0,0,0,0,11.11
5000,gneE51,5664,109,25545,399667,12755.36,2115,239,5347,4068484,5798
5000,gneE52,2816,55,17591,118332,5006195,652,76,1969,1596786,8022
5000,gneE53,0,0,6766,0,0,0,0,0,0,19.44
5000,gneE53-n,56,1,6916,5616,287775,32,6,124,91787,19166
5000,gneE54,0,0,12119,0,0,0,0,0,0,19.44
5000,gneE54-n,0,0,12119,0,0,0,0,0,0,19.44
5000,gneE55,0,0,12119,0,0,0,0,0,0,19.44
5000,gneE55-n,144,2,12542,9979,664318,61,13,272,211886,18996
5000,gneE56,0,0,6766,0,0,0,0,0,0,19.44
5000,gneE56-n,88,2,7108,8.57,313775,46,7,135,100081,18881
5000,gneE57,17212,323,112118,2074883,37639174,10326,0.88,16912,12005863,1.32
5000,gneE58,17488,331,125107,2084079,37082292,10354,867,16657,11828259,1198
5000,gneE59,2872,56,18382,129919,5035588,706,0.08,2001,1606165,7898
5000,gneE60,3812,78,28633,288108,8751249,1514,165,3665,2791.33,6025
5000,gneE61,2488,49,17287,132477,5485632,729,92,2217,1749.7,8127
5000,gneE62,2312,45,17342,98708,4035625,0.54,0.06,1577,1287215,8315
5000,gneE63,16004,0.04,98661,424463,33825827,2692,426,12672,10789023,10101
5000,gneE63-n,133.08,334,924858,16335393,291882352,81.18,6772,130627,93102686,1272
5000,gneE64,16232,41,100562,440094,34047115,2767,424,12745,10859616,9.91
5000,gneE64-n,111228,0.28,662617,9526305,186718501,47704,4.1,82521,59557864,1.51
5000,gneE65,15.04,38,100279,403181,31333708,2539,389,11717,9994153,9938
5000,gneE65-n,131032,329,1054103,16094454,289747274,80026,6701,129481,92421604,1319
5000,gneE66,16408,41,96911,417105,34963165,2685,434,13047,11151.78,10278
5000,gneE66-n,132656,333,804.1,16335098,292591.39,81187,6.76,130727,93328859,1311
